Report generated on: 11-17-2024 10:07:11
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","crude oil including lease condensate production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-WSM-TBPD.A","        Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SAU-TBPD.A","        Saudi Arabia","9900.158469945356","9814.94794520548","6482.991780821918","5085.895890410959","4663.20218579235","3387.821917808219","4870.016438356164","4264.991780821918","5085.950819672131","5064.156164383561","6410.046575342466","8115.153424657534","8216.20218579235","7959.041095890411","7898.5315068493155","7936.506849315068","7907.950819672131","8083.726027397261","8092.054794520548","7519.7945205479455","7997.336065573771","7697.627397260274","7379.739726027397","8765.9","8993.6543715847","9779.91493150685","9642.117356164383","9190.088863013698","9261.250969945355","8250.112446575342","8417.012455226028","9620.28677220685","9996.579962071584","9872.870454331507","9905.320919653424","10335.617762442465","10634.710382513662","10305.424657534246"
"INTL.57-1-SEN-TBPD.A","        Senegal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SRB-TBPD.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","--","--","13","13","13","14","18","16.58082191780822","14.997267759562842","16.495890410958904","16.838356164383562","20.328767123287673","20","18"
"INTL.57-1-SYC-TBPD.A","        Seychelles","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SLE-TBPD.A","        Sierra Leone","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SGP-TBPD.A","        Singapore","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SVK-TBPD.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.3507013698630137","1.504068493150685","1.4427185792349726","1.290495890410959","1.1728383561643836","1.3288383561643835","1.1696284153005465","0.9181698630136986","0.8962958904109589","0.8387123287671233","0.7597459016393443","0.6082849315068494","0.550745205479452","0.468586301369863","0.42","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.21588493150684931"
"INTL.57-1-SVN-TBPD.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0.006","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0"
"INTL.57-1-SLB-TBPD.A","        Solomon Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SOM-TBPD.A","        Somalia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ZAF-TBPD.A","        South Africa","","","","","","","","","","","","","","2.504109589041096","","","","12.592328767123288","18.991780821917807","12","16","12","17.857397260273974","12.930309589041096","35.1605","15.484487671232877","15.922","16.057534246575344","14.581967213114755","4","3.493150684931507","4","3.912568306010929","3.580821917808219","3","3","2","1.8544356164383562"
"INTL.57-1-KOR-TBPD.A","        South Korea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SSD-TBPD.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583871234"
"INTL.57-1-ESP-TBPD.A","        Spain","","","","","47","44","37.827397260273976","33.42739726027397","30.065573770491802","21.24109589041096","16.161643835616438","21.78904109589041","21.74590163934426","17.473972602739725","16.323287671232876","13.241095890410959","10.245901639344263","7.504109589041096","10.64109589041096","5.997260273972603","4.666666666666667","6.931506849315069","6.410958904109589","6.597260273972603","5.251366120218579","3.3864027397260275","2.838260273972603","2.895739726027397","2.6666666666666665","2.336986301369863","2.5726027397260274","2.1671232876712327","3.0027322404371586","7.336986301369863","6.249315068493151","4.652054794520548","2.6666666666666665","2.4026493150684933"
"INTL.57-1-LKA-TBPD.A","        Sri Lanka","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SDN-TBPD.A","        Sudan","","","","","","","","","","","","","","","","","2.308743169398907","5.383561643835616","10","69.83561643835617","176.67540983606557","207.92179726027396","240.78004383561642","265.1232876712329","301.45628415300547","305.47694520547947","345.0624712328767","476.14796438356166","477.80054644808746","483.45205479452056","486.2027397260274","453.26027397260276","92.03648087431695","133.8053397260274","113.70283835616438","108.36933424657535","104.87158469945355","102.34784600115617"
"INTL.57-1-SUR-TBPD.A","        Suriname","","","","","","","","","","4","4","4","4","5","5.586301369863014","7.005479452054795","9","8","9.504109589041096","10","10","10","10","11","12","12","13","14","15.842103825136611","16","16","16","15.833333333333334","15","15","16","16","16"
"INTL.57-1-SWE-TBPD.A","        Sweden","","","","","","","0.16164383561643836","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-CHE-TBPD.A","        Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SYR-TBPD.A","        Syria","","","","","176","173","176.2876712328767","236.61369863013698","272.5409836065574","327.73972602739724","392.17808219178085","462.1506849315069","520.0819672131148","563.7671232876712","579.206","609.164","578.818","569.858","570.218","572.315","544.519","578.407","624.144","601.575","441.981","412.874","386.27","369.094","369.29860382513664","368.00377534246576","383.2739616438356","339.6356164383562","145.2295081967213","58.04383561643836","22.660273972602738","30","28.666666666666668","18"
"INTL.57-1-TWN-TBPD.A","        Taiwan","","","","","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","0.8823095890410959","0.7885589041095891","0.7658551912568305","0.5581945205479452","0.402","0.306","0.277","0.276","0.245","0.195","0.196","0.196","0.196","0.196","0.196","0.196"
"INTL.57-1-TJK-TBPD.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","1","1","1","0.797","0.598","0.52","0.5","0.4","0.4","0.326","0.309","0.352","0.352","0.3315123287671233","0.2999369863013699","0.27127123287671234","0.2352431693989071","0.21799452054794521","0.215","0.215","0.21374590163934426","0.206","0.206","0.1816164383561644","0.18","0.316"
"INTL.57-1-TZA-TBPD.A","        Tanzania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-THA-TBPD.A","        Thailand","","","","","23","36","35","33","38","39.6986301369863","41.75342465753425","46.15068493150685","52.08469945355191","53.83013698630137","64.297","60.57","76.389","79.55331506849315","84.41385479452055","89.85059726027397","120.38459289617487","127.81367123287671","142.81730410958903","168.97229863013698","162.54684153005465","183.3768410958904","204.19932328767123","213.40795342465753","228.82826229508197","237.94098356164383","241.80126301369864","224.1279095890411","238.57906284153006","240.76438356164383","232.9753424657534","248.16986301369863","257.5245901639344","239.66849315068492"
"INTL.57-1-BHS-TBPD.A","        The Bahamas","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TLS-TBPD.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","1.5846994535519126","89","107","93","102","98","88","100","108","70","45","45","30","21"
"INTL.57-1-TGO-TBPD.A","        Togo","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TON-TBPD.A","        Tonga","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TTO-TBPD.A","        Trinidad and Tobago","","","","","169","176","169","155","151","149.23835616438356","151.06027397260274","144.5041095890411","136.23224043715848","118.65479452054795","132","132","129","123.57534246575342","122.6270301369863","124.97938356164383","119.1068524590164","113.35339726027398","130.6426301369863","134.77077260273973","122.89577595628415","144.42525753424658","143.45042465753426","121.26452054794521","114.27872404371584","106.75613424657534","98.18234520547945","68.78129589041096","69.0621693989071","67.78039452054794","67.71774246575343","65.48805205479452","71.48500273224043","71.82389315068494"
"INTL.57-1-TUN-TBPD.A","        Tunisia","","","","","115","114","111","105","103","104","95","109","114","98","92","89","87","79","81","82","76","70","73","66","70","71","69","96","82.93911202185792","78.37081369863014","74.9306602739726","64.32914246575342","63.2942868852459","60.14794520547945","49.5972602739726","36","38","36.70020547949863"
"INTL.57-1-TUR-TBPD.A","        Turkiye","","","","","","","","","","","","","","","","","","","","","","","","","42.4207650273224","43.49858630136986","41.60009589041096","41.098641095890414","41.58469945355191","46.205479452054796","48.33698630136986","45.73698630136986","44.756830601092894","46.24383561643835","47.67123287671233","48.50958904109589","49.49726775956284","49.17000273972603"
"INTL.57-1-TKM-TBPD.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","85","59.221917808219175","67","70","79.93715846994536","106.49643835616439","136.47671232876712","142.9191589041096","143.68852459016392","159.75616438356164","171.676698630137","192.2483698630137","186.95107103825137","190","166","182","170.2568306010929","176.26301369863015","195.8712314611872","204.7818202739716","223.8779527322398","233","239.210958904109","243.06849315068493","230.77868852459017","241.296806667"
"INTL.57-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-VIR-TBPD.A","        U.S. Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-UGA-TBPD.A","        Uganda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-UKR-TBPD.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","71","65","63","60","59","58","54","52.90251232876712","52.377","52.34","52.5","56.28","59.896","62.98","66.82","66.2","61.46134699453552","57.73772328767123","51.10117534246575","48.28675890410959","45.62865300546448","43.21175068493151","40.492857534246575","35.91191232876712","32.07103825136612","30.429005479452055"
"INTL.57-1-ARE-TBPD.A","        United Arab Emirates","1708.7267759562842","1474.021917808219","1249.986301369863","1148.6301369863013","1145.9153005464482","1193.3972602739725","1330.0328767123287","1540.7260273972602","1565.068306010929","1860.1397260273973","2116.7287671232875","2385.9205479452053","2288.1147540983607","2165.8246575342464","2535.3774465753427","2486.155791780822","2501.6018387978143","2549.1651287671234","2545.503561643836","2297.4219178082194","2238.035519125683","2159.805479452055","1988.7534246575342","2490.794520547945","2592.94262295082","2723.3835616438355","2880.027397260274","2777.1917808219177","2820.7650273224044","2560","2570","2849.178082191781","2993.6065573770493","2938","3010.1917808219177","3149.4520547945203","3242.6502732240438","3174.178082191781"
"INTL.57-1-GBR-TBPD.A","        United Kingdom","1621.967213114754","1811.1342465753426","2065.0219178082193","2291.2602739726026","2479.74043715847","2529.6575342465753","2539.1013698630136","2405.923287671233","2232.0491803278687","1801.9561643835616","1820","1797.0191780821917","1842.8551912568305","1943.986301369863","2495.5114438356163","2558.346890410959","2554.5659508196723","2526.9004191780823","2613.5881643835614","2702.157424657534","2479.9347950819674","2291.8013397260274","2274.460769863014","2076.0007643835615","1853.8930464480875","1652.1094630136986","1492.8197178082191","1500.5156356164384","1391.371494535519","1327.787093150685","1233.1869397260275","1026.4301369863015","888.0918114754098","801.2909616438357","787.2186","893.2601452054795","933.022543715847","913.3789028448027"
"INTL.57-1-USA-TBPD.A","        United States","8596.590163934427","8571.580821917809","8648.372602739726","8687.602739726028","8878.901639344262","8971.558904109588","8680.101369863014","8348.972602739726","8139.81693989071","7613.013698630137","7355.323287671233","7416.602739726028","7171.124524590164","6846.664917808219","6661.579071232877","6559.639504109589","6464.526363387979","6451.592235616438","6251.833969863013","5881.456583561644","5821.601094808743","5801.402737589041","5744.076712328765","5649.238356164384","5440.915300546448","5183.712328767123","5085.86578630137","5073.898375342465","4999.66925409836","5356.695871232877","5484.400063013699","5667.227446575343","6520.5874016393445","7494.117715068493","8789.39177260274","9446.493221917808","8851.519051912568","9371.356104109589"
"INTL.57-1-URY-TBPD.A","        Uruguay","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-UZB-TBPD.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","27","46.71780821917808","110","103","99","102","94.27397260273973","92.50920547945205","82.753","79.3","75.34","86.56","81.377","108","108","98","62.076502732240435","43.45333698630137","52.8705095890411","58.58082191780822","66.26229508196721","70","64.38082191780822","60.131506849315066","52.91256830601093","46.02680821917808"
"INTL.57-1-VUT-TBPD.A","        Vanuatu","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-VEN-TBPD.A","        Venezuela","2168.3387978142077","2101.980821917808","1894.9287671232876","1800.9479452054795","1798.0601092896175","1677.1780821917807","1787.041095890411","1751.9506849315069","1903","1906.978082191781","2136.671232876712","2375.178082191781","2333.7650273224044","2305.054794520548","2443.1369863013697","2752.4","2937.620218579235","3182.441095890411","3119.38904109589","2784.821917808219","2893.620218579235","2806.9134410958904","2435.3080191780823","2264.495602739726","2561.9085601092897","2839.5498273972603","2785.042208219178","2819.733887671233","2510","2520","2410","2500","2500","2500","2500","2489.4739726027397","2254.4535519125684","1997.4054794520548"
"INTL.57-1-VNM-TBPD.A","        Vietnam","","","","","","","","5","10","30","51.797260273972604","77.1041095890411","114","126.3013698630137","142.18493150684932","152.7945205479452","175.49726775956285","202.22739726027396","249.8082191780822","304.3095890410959","324.57923497267757","334.76164383561644","332.15890410958906","332.02054794520546","404.99762841530054","358.056402739726","352.7438","313.1175671232877","301.74590163934425","331.0821917808219","299.0931506849315","302.1287671232877","331.0464480874317","332.07671232876714","306.827397260274","333.44109589041096","301.8497267759563","272.2990812627233"
"INTL.57-1-WAK-TBPD.A","        Wake Island","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ESH-TBPD.A","        Western Sahara","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-YEM-TBPD.A","        Yemen","","","","","","","","9.178082191780822","166.28961748633878","194.65753424657535","194.97260273972603","196.64383561643837","180.02732240437157","216.5095890410959","337.5958767123288","343.678","346.19316393442625","362.4028082191781","369.0011917808219","392.427","436.5018333333333","438.72997260273974","438.2562575342466","430.8732273972603","424.53291530054645","422.60922739726027","396.16226301369863","345.35216712328764","298.32934153005465","285.15661917808217","279.99657534246575","216.3890410958904","168.72677595628414","130.6986301369863","125.00821917808219","47.6","18.270491803278688","32"
"INTL.57-1-ZMB-TBPD.A","        Zambia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
